epoch,step,train/IC,train/listfold,train/loss,train/score_std,val/IC,val/return
8,287,,,,,0.0210491344332695,0.0210491344332695
9,289,-0.01093750074505806,1.422127366065979,1.422127366065979,0.008068544790148735,,
9,299,0.016406241804361343,1.4222291707992554,1.4222291707992554,0.011339597404003143,,
9,309,0.01119791716337204,1.4222949743270874,1.4222949743270874,0.004670422524213791,,
9,319,0.12499997764825821,1.4211353063583374,1.4211353063583374,0.011730647645890713,,
9,319,,,,,0.02509959600865841,0.02509959600865841
10,329,-0.05104166269302368,1.4225419759750366,1.4225419759750366,0.01284310407936573,,
10,339,0.021614590659737587,1.422406792640686,1.422406792640686,0.004797937348484993,,
10,349,0.05546874552965164,1.421951413154602,1.421951413154602,0.01056109368801117,,
10,351,,,,,0.02861885540187359,0.02861885540187359
11,359,0.02457626722753048,1.4223459959030151,1.4223459959030151,0.005300950724631548,,
11,369,-0.004427075386047363,1.4224014282226562,1.4224014282226562,0.0074317981489002705,,
11,379,-0.015364579856395721,1.4228489398956299,1.4228489398956299,0.01496493723243475,,
11,383,,,,,0.03598937392234802,0.03598937392234802
12,389,-0.0301075242459774,1.4227274656295776,1.4227274656295776,0.02462424337863922,,
12,399,0.003385409712791443,1.4223430156707764,1.4223430156707764,0.006285051815211773,,
12,409,0.03463541716337204,1.4224566221237183,1.4224566221237183,0.011695201508700848,,
12,415,,,,,0.04150066524744034,0.04150066524744034
13,419,-0.0325520895421505,1.4227149486541748,1.4227149486541748,0.013331575319170952,,
13,429,-0.021614590659737587,1.4226328134536743,1.4226328134536743,0.008756428956985474,,
13,439,0.0072916653007268906,1.4224377870559692,1.4224377870559692,0.0039924210868775845,,
13,447,,,,,0.05172641575336456,0.05172641575336456
14,449,-0.03723957762122154,1.4225903749465942,1.4225903749465942,0.01247810386121273,,
14,459,-0.0846354141831398,1.4226075410842896,1.4226075410842896,0.006881945766508579,,
14,469,0.03541666641831398,1.4224038124084473,1.4224038124084473,0.003847876563668251,,
14,479,0.10555554181337357,1.4225627183914185,1.4225627183914185,0.007407753728330135,,
14,479,,,,,0.00677290977910161,0.00677290977910161
15,489,0.00859374925494194,1.4224148988723755,1.4224148988723755,0.0053505380637943745,,
15,499,0.03307291865348816,1.4224090576171875,1.4224090576171875,0.0026619937270879745,,
15,509,-0.024479161947965622,1.4224460124969482,1.4224460124969482,0.006358317565172911,,
15,511,,,,,-0.006839307956397533,-0.006839307956397533
16,519,0.025141239166259766,1.4224286079406738,1.4224286079406738,0.0029159304685890675,,
16,529,-0.04088541120290756,1.4225568771362305,1.4225568771362305,0.007512292359024286,,
16,539,0.057812489569187164,1.4220887422561646,1.4220887422561646,0.0076447175815701485,,
16,543,,,,,0.03007967583835125,0.03007967583835125
17,549,0.049193546175956726,1.422337293624878,1.422337293624878,0.0077657573856413364,,
17,559,0.071614570915699,1.4224436283111572,1.4224436283111572,0.0038541851099580526,,
17,569,0.011979164555668831,1.4223896265029907,1.4223896265029907,0.003071186598390341,,
17,575,,,,,-0.0017264282796531916,-0.0017264282796531916
18,579,-0.000520835630595684,1.4225234985351562,1.4225234985351562,0.0041450452990829945,,
18,589,-0.00729166716337204,1.4223887920379639,1.4223887920379639,0.003374257357791066,,
18,599,-0.012499997392296791,1.422476053237915,1.422476053237915,0.004128130152821541,,
18,607,,,,,0.0511288121342659,0.0511288121342659
19,609,0.05156249552965164,1.4223848581314087,1.4223848581314087,0.006134850904345512,,
19,619,-0.0299479179084301,1.4224424362182617,1.4224424362182617,0.0026191507931798697,,
19,629,-0.05651041120290756,1.4224377870559692,1.4224377870559692,0.0009997586021199822,,
19,639,-0.10277775675058365,1.4225696325302124,1.4225696325302124,0.005389915779232979,,
19,639,,,,,0.036586981266736984,0.036586981266736984
20,649,-0.0208333358168602,1.422428846359253,1.422428846359253,0.002823204267770052,,
20,659,-0.09088541567325592,1.4225046634674072,1.4225046634674072,0.0014629813376814127,,
20,669,0.0078125,1.4223296642303467,1.4223296642303467,0.008324523456394672,,
20,671,,,,,0.03486055135726929,0.03486055135726929
21,679,0.06299435347318649,1.4225070476531982,1.4225070476531982,0.004624472931027412,,
21,689,0.0015624994412064552,1.4224274158477783,1.4224274158477783,0.0026779780164361,,
21,699,-0.06796874105930328,1.4226750135421753,1.4226750135421753,0.011159200221300125,,
21,703,,,,,-0.012948207557201385,-0.012948207557201385
22,709,0.019354835152626038,1.4222534894943237,1.4222534894943237,0.006109671667218208,,
22,719,-0.04401041567325592,1.4224295616149902,1.4224295616149902,0.0013461833586916327,,
22,729,0.05390625074505806,1.4223114252090454,1.4223114252090454,0.007520708255469799,,
22,735,,,,,0.021713145077228546,0.021713145077228546
23,739,-0.02395833656191826,1.4226088523864746,1.4226088523864746,0.0077403392642736435,,
23,749,-0.11666665971279144,1.4224660396575928,1.4224660396575928,0.0011277466546744108,,
23,759,-0.04218749701976776,1.4224765300750732,1.4224765300750732,0.003913015127182007,,
23,767,,,,,-0.011221780441701412,-0.011221780441701412
24,769,0.007812506519258022,1.4224780797958374,1.4224780797958374,0.0031454761046916246,,
24,779,0.05677082762122154,1.4224026203155518,1.4224026203155518,0.000812961719930172,,
24,789,0.056249991059303284,1.422415018081665,1.422415018081665,0.003188608679920435,,
24,799,-0.08055555075407028,1.423190712928772,1.423190712928772,0.005396550055593252,,
24,799,,,,,-0.022177953273057938,-0.022177953273057938
25,809,0.00026041828095912933,1.4224547147750854,1.4224547147750854,0.0034909225068986416,,
25,819,0.021875005215406418,1.4224348068237305,1.4224348068237305,0.0020624285098165274,,
25,829,0.11536457389593124,1.4223040342330933,1.4223040342330933,0.0042279004119336605,,
25,831,,,,,-0.0033200501929968596,-0.0033200501929968596
26,839,-0.036158185452222824,1.4224094152450562,1.4224094152450562,0.002409100765362382,,
26,849,-0.020572911947965622,1.4225103855133057,1.4225103855133057,0.0031634564511477947,,
26,859,-0.02578124776482582,1.4225009679794312,1.4225009679794312,0.0032014274038374424,,
26,863,,,,,0.003917662892490625,0.003917662892490625
27,869,0.015053760260343552,1.4223686456680298,1.4223686456680298,0.004616002086549997,,
27,879,0.07994791865348816,1.4223326444625854,1.4223326444625854,0.0023306054063141346,,
27,889,-0.03619791939854622,1.4226348400115967,1.4226348400115967,0.005341261625289917,,
27,895,,,,,-0.004913674667477608,-0.004913674667477608
28,899,-0.05156249552965164,1.4225136041641235,1.4225136041641235,0.003450073068961501,,
28,909,0.01458333246409893,1.4224103689193726,1.4224103689193726,0.002546588657423854,,
28,919,-0.02395833283662796,1.4225380420684814,1.4225380420684814,0.004343042615801096,,
28,927,,,,,-0.01872509904205799,-0.01872509904205799
